PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
35.96,3596,Percutaneous balloon valvuloplasty,Perc balloon valvuplasty
35.97,3597,Percutaneous mitral valve repair with implant,Perc mtrl vlv repr w imp
35.98,3598,Other operations on septa of heart,Other heart septa ops
35.99,3599,Other operations on valves of heart,Other heart valve ops
36.03,3603,Open chest coronary artery angioplasty,Open coronry angioplasty
36.04,3604,Intracoronary artery thrombolytic infusion,Intrcoronry thromb infus
36.06,3606,Insertion of non-drug-eluting coronary artery stent(s),Ins nondrug elut cor st
36.07,3607,Insertion of drug-eluting coronary artery stent(s),Ins drug-elut coronry st
36.09,3609,Other removal of coronary artery obstruction,Rem of cor art obstr NEC
36.1,3610,"Aortocoronary bypass for heart revascularization, not otherwise specified",Aortocoronary bypass NOS
36.11,3611,(Aorto)coronary bypass of one coronary artery,Aortocor bypas-1 cor art
36.12,3612,(Aorto)coronary bypass of two coronary arteries,Aortocor bypas-2 cor art
36.13,3613,(Aorto)coronary bypass of three coronary arteries,Aortocor bypas-3 cor art
36.14,3614,(Aorto)coronary bypass of four or more coronary arteries,Aortcor bypas-4+ cor art
36.15,3615,Single internal mammary-coronary artery bypass,1 int mam-cor art bypass
36.16,3616,Double internal mammary-coronary artery bypass,2 int mam-cor art bypass
36.17,3617,Abdominal-coronary artery bypass,Abd-coron artery bypass
36.19,3619,Other bypass anastomosis for heart revascularization,Hrt revas byps anas NEC
3.62,362,Heart revascularization by arterial implant,Arterial implant revasc
36.31,3631,Open chest transmyocardial revascularization,Open chest trans revasc
36.32,3632,Other transmyocardial revascularization,Oth transmyo revascular
36.33,3633,Endoscopic transmyocardial revascularization,Endo transmyo revascular
36.34,3634,Percutaneous transmyocardial revascularization,Perc transmyo revascular
36.39,3639,Other heart revascularization,Oth heart revascular
36.91,3691,Repair of aneurysm of coronary vessel,Coron vess aneurysm rep
36.99,3699,Other operations on vessels of heart,Heart vessel op NEC
3.7,370,Pericardiocentesis,Pericardiocentesis
37.1,3710,"Incision of heart, not otherwise specified",Incision of heart NOS
37.11,3711,Cardiotomy,Cardiotomy
37.12,3712,Pericardiotomy,Pericardiotomy
37.2,3720,Noninvasive programmed electrical stimulation [NIPS],Noninvas elect stimulatn
37.21,3721,Right heart cardiac catheterization,Rt heart cardiac cath
37.22,3722,Left heart cardiac catheterization,Left heart cardiac cath
37.23,3723,Combined right and left heart cardiac catheterization,Rt/left heart card cath
37.24,3724,Biopsy of pericardium,Pericardial biopsy
37.25,3725,Biopsy of heart,Cardiac biopsy
37.26,3726,Catheter based invasive electrophysiologic testing,Cath base invasv ep test
37.27,3727,Cardiac mapping,Cardiac mapping
37.28,3728,Intracardiac echocardiography,Intracardiac echocardio
37.29,3729,Other diagnostic procedures on heart and pericardium,Hrt/pericar dx proc NEC
37.31,3731,Pericardiectomy,Pericardiectomy
37.32,3732,Excision of aneurysm of heart,Heart aneurysm excision
37.33,3733,"Excision or destruction of other lesion or tissue of heart, open approach",Exc/dest hrt lesion open
37.34,3734,"Excision or destruction of other lesion or tissue of heart, endovascular approach","Exc/des hrt les,endovasc"
37.35,3735,Partial ventriculectomy,Partial ventriculectomy
37.36,3736,"Excision, destruction, or exclusion of left atrial appendage (LAA)","Exc,destrct,exclus LAA"
37.37,3737,"Excision or destruction of other lesion or tissue of heart, thoracoscopic approach","Exc/dest hrt les, thrspc"
37.41,3741,Implantation of prosthetic cardiac support device around the heart,Impl cardiac support dev
37.49,3749,Other repair of heart and pericardium,Heart/pericard repr NEC
37.51,3751,Heart transplantation,Heart transplantation
37.52,3752,Implantation of total internal biventricular heart replacement system,Imp tot int bi ht rp sys
37.53,3753,Replacement or repair of thoracic unit of (total) replacement heart system,Repl/rep thr unt tot hrt
37.54,3754,Replacement or repair of other implantable component of (total) replacement heart system,Repl/rep oth tot hrt sys
37.55,3755,Removal of internal biventricular heart replacement system,Rem int bivent hrt sys
37.6,3760,Implantation or insertion of biventricular external heart assist system,Imp bivn ext hrt ast sys
37.61,3761,Implant of pulsation balloon,Pulsation balloon implan
37.62,3762,Insertion of temporary non-implantable extracorporeal circulatory assist device,Insrt non-impl circ dev
37.63,3763,Repair of heart assist system,Repair heart assist sys
37.64,3764,Removal of external heart assist system(s) or device(s),Remve ext hrt assist sys
37.65,3765,Implant of single ventricular (extracorporeal) external heart assist system,Imp vent ext hrt ast sys
37.66,3766,Insertion of implantable heart assist system,Implantable hrt assist
37.67,3767,Implantation of cardiomyostimulation system,Imp cardiomyostimul sys
37.68,3768,Insertion of percutaneous external heart assist device,Percutan hrt assist syst
37.7,3770,"Initial insertion of lead [electrode], not otherwise specified",Int insert pacemak lead
37.71,3771,Initial insertion of transvenous lead [electrode] into ventricle,Int insert lead in vent
37.72,3772,Initial insertion of transvenous leads [electrodes] into atrium and ventricle,Int inser lead atri-vent
37.73,3773,Initial insertion of transvenous lead [electrode] into atrium,Int inser lead in atrium
37.74,3774,Insertion or replacement of epicardial lead [electrode] into epicardium,Int or repl lead epicar
37.75,3775,Revision of lead [electrode],Revision of lead
37.76,3776,Replacement of transvenous atrial and/or ventricular lead(s) [electrode],Repl tv atri-vent lead
37.77,3777,Removal of lead(s) [electrode] without replacement,Removal of lead w/o repl
37.78,3778,Insertion of temporary transvenous pacemaker system,Inser temp pacemaker sys
37.79,3779,Revision or relocation of cardiac device pocket,Rev/reloc card dev pockt
37.8,3780,"Insertion of permanent pacemaker, initial or replacement, type of device not specified",Int or repl perm pacemkr
37.81,3781,"Initial insertion of single-chamber device, not specified as rate responsive","Int insert 1-cham, non"
37.82,3782,"Initial insertion of single-chamber device, rate responsive","Int insert 1-cham, rate"
37.83,3783,Initial insertion of dual-chamber device,Int insert dual-cham dev
37.85,3785,"Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive","Repl pacem w 1-cham, non"
37.86,3786,"Replacement of any type of pacemaker device with single-chamber device, rate responsive","Repl pacem 1-cham, rate"
37.87,3787,Replacement of any type pacemaker device with dual-chamber device,Repl pacem w dual-cham
37.89,3789,Revision or removal of pacemaker device,Revise or remove pacemak
37.9,3790,Insertion of left atrial appendage device,Ins left atr append dev
37.91,3791,Open chest cardiac massage,Opn chest cardiac massag
37.92,3792,Injection of therapeutic substance into heart,Injection into heart
37.93,3793,Injection of therapeutic substance into pericardium,Injection into pericard
37.94,3794,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]",Implt/repl carddefib tot
37.95,3795,Implantation of automatic cardioverter/defibrillator lead(s) only,Implt cardiodefib leads
37.96,3796,Implantation of automatic cardioverter/defibrillator pulse generator only,Implt cardiodefib genatr
37.97,3797,Replacement of automatic cardioverter/defibrillator lead(s) only,Repl cardiodefib leads
37.98,3798,Replacement of automatic cardioverter/defibrillator pulse generator only,Repl cardiodefib genratr
37.99,3799,Other operations on heart and pericardium,Other heart/pericard ops
38,3800,"Incision of vessel, unspecified site",Incision of vessel NOS
38.01,3801,"Incision of vessel, intracranial vessels",Intracran vessel incis
38.02,3802,"Incision of vessel, other vessels of head and neck",Head/neck ves incis NEC
38.03,3803,"Incision of vessel, upper limb vessels",Upper limb vessel incis
38.04,3804,"Incision of vessel, aorta",Incision of aorta
38.05,3805,"Incision of vessel, other thoracic vessels",Thoracic vessel inc NEC
38.06,3806,"Incision of vessel, abdominal arteries",Abdomen artery incision
38.07,3807,"Incision of vessel, abdominal veins",Abdominal vein incision
38.08,3808,"Incision of vessel, lower limb arteries",Lower limb artery incis
38.09,3809,"Incision of vessel, lower limb veins",Lower limb vein incision
38.1,3810,"Endarterectomy, unspecified site",Endarterectomy NOS
38.11,3811,"Endarterectomy, intracranial vessels",Intracran endarterectomy
38.12,3812,"Endarterectomy, other vessels of head and neck",Head & neck endarter NEC
38.13,3813,"Endarterectomy, upper limb vessels",Upper limb endarterectom
38.14,3814,"Endarterectomy, aorta",Endarterectomy of aorta
38.15,3815,"Endarterectomy, other thoracic vessels",Thoracic endarterectomy
38.16,3816,"Endarterectomy, abdominal arteries",Abdominal endarterectomy
38.18,3818,"Endarterectomy, lower limb arteries",Lower limb endarterect
38.21,3821,Biopsy of blood vessel,Blood vessel biopsy
38.22,3822,Percutaneous angioscopy,Percutaneous angioscopy
38.23,3823,Intravascular spectroscopy,Intravasclr spectroscopy
38.24,3824,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT],Intravas img cor ves OCT
38.25,3825,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT],Intravas img non-cor OCT
38.26,3826,Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring,Insrt prsr snsr w/o lead
38.29,3829,Other diagnostic procedures on blood vessels,Blood vessel dx proc NEC
38.3,3830,"Resection of vessel with anastomosis, unspecified site",Vessel resect/anast NOS
38.31,3831,"Resection of vessel with anastomosis, intracranial vessels",Intracran ves resec-anas
38.32,3832,"Resection of vessel with anastomosis, other vessels of head and neck",Head/neck ves resec-anas
38.33,3833,"Resection of vessel with anastomosis, upper limb vessels",Arm vessel resect/anast
38.34,3834,"Resection of vessel with anastomosis, aorta",Aorta resection & anast
38.35,3835,"Resection of vessel with anastomosis, other thoracic vessels",Thor vessel resect/anast
38.36,3836,"Resection of vessel with anastomosis, abdominal arteries",Abd vessel resect/anast
38.37,3837,"Resection of vessel with anastomosis, abdominal veins",Abd vein resect & anast
38.38,3838,"Resection of vessel with anastomosis, lower limb arteries",Leg artery resect/anast
38.39,3839,"Resection of vessel with anastomosis, lower limb veins",Leg vein resect/anastom
38.4,3840,"Resection of vessel with replacement, unspecified site",Vessel resect/replac NOS
38.41,3841,"Resection of vessel with replacement, intracranial vessels",Intracran ves resec-repl
38.42,3842,"Resection of vessel with replacement, other vessels of head and neck",Head/neck ves resec-repl
38.43,3843,"Resection of vessel with replacement, upper limb vessels",Arm ves resect w replace
38.44,3844,"Resection of vessel with replacement, aorta, abdominal",Resect abdm aorta w repl
38.45,3845,"Resection of vessel with replacement, thoracic vessels",Resect thorac ves w repl
38.46,3846,"Resection of vessel with replacement, abdominal arteries",Abd artery resec w repla
38.47,3847,"Resection of vessel with replacement, abdominal veins",Abd vein resect w replac
38.48,3848,"Resection of vessel with replacement, lower limb arteries",Leg artery resec w repla
38.49,3849,"Resection of vessel with replacement, lower limb veins",Leg vein resect w replac
38.5,3850,"Ligation and stripping of varicose veins, unspecified site",Varicose v lig-strip NOS
38.51,3851,"Ligation and stripping of varicose veins, intracranial vessels",Intcran var v lig-strip
38.52,3852,"Ligation and stripping of varicose veins, other vessels of head and neck",Head/neck var v lig-str
38.53,3853,"Ligation and stripping of varicose veins, upper limb vessels",Arm varicose v lig-strip
38.55,3855,"Ligation and stripping of varicose veins, other thoracic vessels",Thorac var v lig-strip
38.57,3857,"Ligation and stripping of varicose veins, abdominal veins",Abd varicos v liga-strip
38.59,3859,"Ligation and stripping of varicose veins, lower limb veins",Leg varicos v liga-strip
38.6,3860,"Other excision of vessels, unspecified site",Excision of vessel NOS
38.61,3861,"Other excision of vessels, intracranial vessels",Intracran vessel excis
38.62,3862,"Other excision of vessels, other vessels of head and neck",Head/neck vessel excis
38.63,3863,"Other excision of vessels, upper limb vessels",Arm vessel excision
38.64,3864,"Other excision of vessels, aorta, abdominal",Excision of aorta
38.65,3865,"Other excision of vessels, thoracic vessels",Thoracic vessel excision
38.66,3866,"Other excision of vessels, abdominal arteries",Abdominal artery excis
38.67,3867,"Other excision of vessels, abdominal veins",Abdominal vein excision
38.68,3868,"Other excision of vessels, lower limb arteries",Leg artery excision
38.69,3869,"Other excision of vessels, lower limb veins",Leg vein excision
3.87,387,Interruption of the vena cava,Interruption vena cava
38.8,3880,"Other surgical occlusion of vessels, unspecified site",Surg vessel occlus NEC
38.81,3881,"Other surgical occlusion of vessels, intracranial vessels",Occlus intracran ves NEC
38.82,3882,"Other surgical occlusion of vessels, other vessels of head and neck",Occlus head/neck ves NEC
38.83,3883,"Other surgical occlusion of vessels, upper limb vessels",Occlude arm vessel NEC
38.84,3884,"Other surgical occlusion of vessels, aorta, abdominal",Occlude aorta NEC
38.85,3885,"Other surgical occlusion of vessels, thoracic vessels",Occlude thoracic ves NEC
38.86,3886,"Other surgical occlusion of vessels, abdominal arteries",Occlude abd artery NEC
38.87,3887,"Other surgical occlusion of vessels, abdominal veins",Occlude abd vein NEC
38.88,3888,"Other surgical occlusion of vessels, lower limb arteries",Occlude leg artery NEC
38.89,3889,"Other surgical occlusion of vessels, lower limb veins",Occlude leg vein NEC
38.91,3891,Arterial catheterization,Arterial catheterization
38.92,3892,Umbilical vein catheterization,Umbilical vein cath
38.93,3893,"Venous catheterization, not elsewhere classified",Venous cath NEC
38.94,3894,Venous cutdown,Venous cutdown
38.95,3895,Venous catheterization for renal dialysis,Ven cath renal dialysis
38.97,3897,Central venous catheter placement with guidance,CV cath plcmt w guidance
38.98,3898,Other puncture of artery,Arterial puncture NEC
38.99,3899,Other puncture of vein,Venous puncture NEC
3.9,390,Systemic to pulmonary artery shunt,Systemic-pulm art shunt
3.91,391,Intra-abdominal venous shunt,Intra-abd venous shunt
39.21,3921,Caval-pulmonary artery anastomosis,Caval-pulmon art anastom
39.22,3922,Aorta-subclavian-carotid bypass,Aorta-subclv-carot bypas
39.23,3923,Other intrathoracic vascular shunt or bypass,Intrathoracic shunt NEC
39.24,3924,Aorta-renal bypass,Aorta-renal bypass
39.25,3925,Aorta-iliac-femoral bypass,Aorta-iliac-femor bypass
39.26,3926,Other intra-abdominal vascular shunt or bypass,Intra-abdomin shunt NEC
39.27,3927,Arteriovenostomy for renal dialysis,Dialysis arteriovenostom
39.28,3928,Extracranial-intracranial (EC-IC) vascular bypass,Extracran-intracr bypass
39.29,3929,Other (peripheral) vascular shunt or bypass,Vasc shunt & bypass NEC
39.3,3930,Suture of unspecified blood vessel,Suture of vessel NOS
39.31,3931,Suture of artery,Suture of artery
39.32,3932,Suture of vein,Suture of vein
